danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,song_name,title
0.507,0.965,-5.651,0.0542,0.0001,0.22,0.0963,0.177,0.6265,0.48,10,Null,UPLIFTING TRANCE 2020
0.876,0.852,-4.695,0.0518,0.165,0.0397,0.1,0.141,0.4994,0.1816,2,Florida Thang,Null
0.895,0.708,-6.367,0.245,0.0342,0.0034,0.0415,0.886,0.5629,0.1589,8,Null,tech house
0.58,0.977,-2.566,0.22,0.0267,0.0028,0.119,0.227,0.6814,0.2383,12,Null,Headbangers:Dubstep/Riddim
0.779,0.965,-6.774,0.0458,0.0005,0.828,0.0623,0.522,0.563,0.4844,8,Null,Beatoirt Best New Tech House
0.788,0.964,-0.243,0.421,0.0263,0.0345,0.371,0.24,0.6585,0.2212,12,Null,Headbangers:Dubstep/Riddim
0.615,0.66,-5.55,0.032,0.0298,0.0,0.106,0.185,0.5222,0.2347,1,IDGAF,Null
0.572,0.944,-4.612,0.196,0.0073,0.0,0.691,0.576,0.6039,0.1009,2,Fucked Up,Null
0.608,0.88,-5.419,0.063,0.0155,0.0068,0.324,0.0368,0.5813,0.2556,10,Null,Progressive & Melodic Trance
0.89,0.591,-6.849,0.184,0.0014,0.0,0.167,0.808,0.6809,0.241,1,It Ain't Safe,Null
0.597,0.956,-6.824,0.0444,0.0005,0.846,0.224,0.0395,0.6264,0.5029,11,Null,Psytrance Can
0.756,0.732,-5.334,0.042,0.0004,0.49,0.477,0.25,0.5901,0.4211,10,Null,"Uplifting Trance, Euphoric Trance"
0.774,0.796,-5.682,0.0477,0.0014,0.886,0.0614,0.579,0.5675,0.2734,8,Null,Dirtybird Players
0.412,0.608,-9.787,0.225,0.782,0.0518,0.0991,0.0653,0.8128,0.3837,7,That's O.K.,Null
0.374,0.238,-13.267,0.0509,0.173,0.0847,0.1,0.0391,0.8158,0.2158,0,GladWeHaveAnUnderstanding (Prod. by Dylan Brady),Null
0.397,0.975,-3.532,0.365,0.0015,0.0,0.118,0.451,0.8717,0.2741,3,If You Can't Hang,Null
0.93,0.669,-6.002,0.228,0.348,0.0,0.118,0.415,0.8991,0.2238,7,No Static,Null
0.838,0.551,-6.748,0.0671,0.0837,0.0002,0.134,0.0533,0.5267,0.1088,2,Trapathy,Null
0.469,0.832,-8.738,0.0379,0.001,0.895,0.329,0.22,0.6309,0.2553,10,Null,Top Trance Songs EVER
0.498,0.931,-3.288,0.0947,0.0002,0.0,0.343,0.673,0.7395,0.2244,3,Ordinary Life,Null
0.825,0.947,-4.554,0.0777,0.001,0.778,0.219,0.902,0.5584,0.2081,8,Null,Dirtybird//Techhouse by Mack\
0.429,0.953,-8.506,0.0603,0.0006,0.61,0.822,0.0912,0.6355,0.3229,10,Null,Uplifting Trance.
0.716,0.837,-7.055,0.0437,0.0011,0.223,0.0364,0.603,0.5583,0.2772,8,Null,Dirtybird//Techhouse by Mack\
0.633,0.764,-7.212,0.323,0.32,0.0,0.234,0.522,0.8622,0.2499,1,Twinz (Deep Cover 98) (feat. Fat Joe),Null
0.772,0.98,-5.749,0.0626,0.0023,0.321,0.0666,0.961,0.5674,0.2208,8,Null,Tech House
0.8,0.56,-4.818,0.261,0.057,0.0,0.134,0.45,0.7403,0.2193,1,POPSTAR (feat. Drake),Null
0.54,0.777,-4.316,0.0557,0.185,0.0446,0.327,0.468,0.817,0.2395,0,First Woe,Null
0.585,0.52,-6.136,0.0712,0.124,0.0001,0.131,0.129,0.7254,0.2389,1,rockstar (feat. 21 Savage),Null
0.708,0.839,-6.451,0.0446,0.0159,0.0272,0.0735,0.605,0.9535,0.1884,6,Tribute - La Felix Remix,Null
0.571,0.95,-2.378,0.173,0.023,0.0196,0.233,0.365,0.7947,0.3229,13,Null,UKF Drum & Bass - All Uploads
0.724,0.966,-2.934,0.249,0.0112,0.164,0.369,0.51,0.7036,0.2311,12,Null,HEADBANGERS:Dubstep/Riddim
0.806,0.48,-12.602,0.0947,0.0003,0.827,0.102,0.478,0.5675,0.4896,8,Null,Tech House 2020
0.708,0.507,-8.876,0.0549,0.117,0.0005,0.101,0.543,0.6969,0.1944,5,The Devil's in the Details,Null
0.74,0.812,-12.998,0.0612,0.0706,0.914,0.198,0.207,0.5902,0.4688,9,Null,Dark Techno
0.483,0.487,-10.294,0.303,0.0402,0.0,0.12,0.369,0.7223,0.2988,5,Tell Me,Null
0.687,0.804,-4.772,0.032,0.0001,0.0003,0.306,0.232,0.908,0.1007,2,ONLYFANS,Null
0.5,0.899,-5.367,0.0437,0.0019,0.154,0.103,0.094,0.7903,0.3507,13,Null,UKF Drum & Bass - All Uploads
0.803,0.696,-13.054,0.0588,0.0163,0.926,0.111,0.142,0.5674,0.4437,9,Null,Minimal Techno: The Dark Undergound
0.861,0.637,-5.692,0.24,0.0515,0.0,0.0967,0.474,0.4451,0.2504,4,ZEZE (feat. Travis Scott & Offset),Null
0.847,0.769,-5.761,0.258,0.0145,0.0001,0.0767,0.626,0.5721,0.2245,7,212,Null
0.547,0.623,-12.425,0.0657,0.0377,0.0728,0.126,0.107,0.6262,0.2318,0,It's Going to Be Alright,Null
0.512,0.983,-5.5,0.0866,0.0166,0.439,0.697,0.244,0.6265,0.2552,10,Null,Vocal Melodic Trance Top 1000
0.429,0.973,-5.159,0.12,0.0308,0.001,0.23,0.129,0.6803,0.2744,14,Null,Euphoric Hardstyle
0.919,0.587,-6.463,0.473,0.152,0.0,0.116,0.629,0.6353,0.1817,1,Thuggin,Null
0.806,0.851,-7.961,0.0602,0.0003,0.887,0.0336,0.715,0.5719,0.499,8,Null,tech house
0.547,0.976,-1.985,0.048,0.0255,0.0009,0.957,0.375,0.7039,0.1959,14,Null,Best of Hardstyle 2020
0.612,0.808,-5.122,0.0769,0.0011,0.574,0.0836,0.649,0.7902,0.3442,13,Null,Liquid Drum and Bass
0.815,0.946,-4.153,0.268,0.0802,0.0,0.315,0.864,0.7945,0.1225,0,Six Speed,Null
0.588,0.562,-9.268,0.0318,0.448,0.0344,0.116,0.101,0.7171,0.2148,1,Tightrope,Null
0.783,0.916,-3.344,0.415,0.11,0.0,0.0746,0.695,0.8654,0.271,7,Lean Back,Null
0.634,0.914,-0.922,0.357,0.0142,0.0036,0.154,0.618,0.7041,0.2103,12,Null,RIDDIM
0.666,0.921,-6.482,0.0639,0.0005,0.737,0.147,0.0577,0.6447,0.5183,11,Null,Best Psytrance 2020
0.728,0.337,-12.363,0.169,0.0329,0.0,0.0552,0.21,0.9236,0.2369,5,What You Do to Me,Null
0.529,0.95,-6.836,0.0737,0.0007,0.879,0.0872,0.374,0.6219,0.3888,10,Null,Top Trance Songs EVER
0.611,0.965,-6.657,0.0464,0.0,0.881,0.919,0.329,0.6629,0.4249,11,Null,Psytrance: From Full on to Forrest Trance
0.635,0.983,-1.657,0.057,0.0036,0.864,0.792,0.336,0.6811,0.2304,12,Null,Heavy Dubstep
0.676,0.61,-7.558,0.114,0.166,0.0001,0.122,0.24,0.6724,0.2707,5,Snowchild,Null
0.498,0.878,-3.408,0.05,0.0038,0.0002,0.532,0.176,0.5995,0.2093,10,Null,TRANNCE 2020 Best Trance Music Official
0.501,0.891,-7.14,0.0309,0.0002,0.861,0.172,0.394,0.5992,0.2319,10,Null,Top Trance Songs EVER
0.956,0.785,-5.474,0.235,0.0555,0.0,0.219,0.304,0.4884,0.2064,4,Come On,Null
0.59,0.955,-3.399,0.205,0.0034,0.849,0.349,0.0589,0.7944,0.3124,13,Null,UKF Drum & Bass - All Uploads
0.6,0.946,-4.755,0.162,0.0026,0.862,0.123,0.208,0.6583,0.4351,11,Null,PSYTRANCE BANGERS best new 2020
0.37,0.864,-4.831,0.225,0.0,0.0,0.0358,0.555,0.7718,0.2241,3,Royals,Null
0.852,0.641,-3.507,0.0652,0.0133,0.788,0.102,0.0335,0.9984,0.0765,0,Mud,Null
0.434,0.953,-4.126,0.212,0.0283,0.0395,0.129,0.132,0.6809,0.1805,14,Null,Greatest Hardstyle Playlist
0.876,0.847,-3.574,0.232,0.0034,0.0,0.293,0.882,0.6127,0.1804,4,U Played (feat. Lil Baby),Null
0.747,0.524,-6.807,0.245,0.0306,0.0,0.2,0.363,0.6358,0.2334,7,Roll In Peace (feat. XXXTENTACION),Null
0.789,0.967,-10.337,0.0551,0.0056,0.801,0.453,0.831,0.5722,0.4089,8,Null,Tech house
0.563,0.959,-3.036,0.0421,0.0166,0.0,0.13,0.81,0.6262,0.2189,3,Must Have Done Something Right,Null
0.397,0.936,-2.57,0.0414,0.032,0.93,0.0614,0.0367,0.7944,0.3725,13,Null,UKF Drum & Bass - All Uploads
0.791,0.865,-5.665,0.0508,0.005,0.496,0.0794,0.8,0.572,0.2754,8,Null,Tech House Essentials by Distortion
0.706,0.589,-8.309,0.0327,0.0617,0.0,0.105,0.767,0.4358,0.1615,4,Kickback (feat. Lil Mosey),Null
0.629,0.936,-7.207,0.0437,0.0,0.739,0.27,0.127,0.6537,0.4454,11,Null,"Psy, Goa, Full on Trance"
0.508,0.821,-7.416,0.454,0.0329,0.0,0.594,0.345,0.8013,0.1856,1,Take_it_Back_v2,Null
0.663,0.878,-5.102,0.058,0.0003,0.581,0.119,0.373,0.6402,0.5158,11,Null,Psy Trance Full-on Morning
0.54,0.988,-4.372,0.0475,0.0,0.812,0.669,0.234,0.6672,0.4971,11,Null,PsyTrance 2019 By GMR
0.7,0.399,-6.558,0.0461,0.308,0.0128,0.119,0.348,0.7222,0.2924,5,Up Late,Null
0.46,0.95,-4.813,0.0592,0.0006,0.0216,0.14,0.0422,0.7898,0.2642,13,Null,Liqduicity Drum & Bass
0.572,0.825,-3.325,0.173,0.004,0.0017,0.281,0.195,0.6808,0.2392,12,Null,I'm a fucking Headbanger
0.721,0.58,-9.399,0.0659,0.0078,0.0021,0.0998,0.144,0.5812,0.1972,2,Free Birds,Null
0.474,0.918,-5.649,0.0291,0.0005,0.0445,0.397,0.324,0.6809,0.2964,14,Null,Euphoric Hardstyle & Melodic Hardstyle
0.532,0.877,-4.551,0.0337,0.0007,0.751,0.576,0.305,0.7898,0.278,13,Null,UKF Drum & Bass - All Uploads
0.688,0.837,-7.908,0.0503,0.0017,0.816,0.147,0.15,0.6128,0.6124,11,Null,Psytrance Can
0.731,0.917,-5.722,0.0854,0.0016,0.897,0.137,0.785,0.5628,0.2266,8,Null,Tech house
0.732,0.595,-8.044,0.393,0.097,0.0,0.0771,0.312,0.7448,0.1595,2,Daddy Issues,Null
0.871,0.67,-7.914,0.203,0.313,0.0,0.336,0.841,0.5901,0.1504,1,Weed World,Null
0.709,0.935,-10.625,0.0997,0.277,0.891,0.111,0.421,0.6038,0.3399,9,Null,techno. only. (08/02)
0.747,0.759,-6.692,0.0919,0.0005,0.886,0.288,0.407,0.5584,0.4189,9,Null,Techno
0.748,0.553,-9.535,0.238,0.17,0.0,0.0699,0.0943,0.7269,0.1766,2,Breakdxwn,Null
0.925,0.332,-10.843,0.232,0.136,0.0,0.121,0.234,0.9078,0.0982,0,Ain't it Nice?,Null
0.92,0.891,-2.398,0.253,0.0313,0.0,0.083,0.311,0.8652,0.177,1,The Next Episode,Null
0.574,0.998,-6.763,0.0754,0.0008,0.825,0.368,0.547,0.6356,0.4821,11,Null,Psytrance New Releases 2020
0.73,0.935,-0.437,0.0581,0.0027,0.0,0.328,0.591,0.7172,0.1597,1,Blunt to My Lip (feat. Fat Nick),Null
0.792,0.917,-7.122,0.0558,0.0007,0.866,0.607,0.284,0.5811,0.4189,9,Null,techno. only. (08/02)
0.591,0.647,-7.296,0.207,0.624,0.0001,0.195,0.331,0.8826,0.1076,7,GOOD MORNING AMERIKKKA,Null
0.88,0.635,-8.214,0.0451,0.0408,0.0001,0.0927,0.606,0.5629,0.1569,1,Dead Batteries,Null
0.798,0.774,-6.948,0.156,0.203,0.0,0.182,0.657,0.6083,0.1962,4,Don't Bang My Line (feat. Night Lovell),Null
0.64,0.856,-9.319,0.0885,0.0036,0.878,0.112,0.577,0.5811,0.4688,9,Null,Techno Music 2020 | Best Techno
0.168,0.974,-9.116,0.112,0.0,0.641,0.0752,0.0943,0.8482,0.4195,2,Freezing Moon,Null
0.735,0.811,-3.735,0.0601,0.11,0.164,0.528,0.42,0.9435,0.1104,0,You Are Not Like Us,Null
0.625,0.45,-9.985,0.0311,0.0776,0.0002,0.117,0.0362,0.4221,0.2261,4,Dark Light,Null
0.721,0.76,-6.242,0.362,0.354,0.0,0.344,0.73,0.7264,0.2892,7,Do Your Thing,Null
0.912,0.717,-6.802,0.187,0.0257,0.0,0.61,0.509,0.9074,0.1683,1,Elysian Fields,Null
0.781,0.993,-3.348,0.0733,0.0007,0.912,0.0327,0.67,0.5676,0.4058,8,Null,Dirtybird Players
0.421,0.875,-3.455,0.0367,0.0008,0.701,0.164,0.0392,0.7899,0.2976,13,Null,Massive Drum & Bass
0.528,0.946,-4.874,0.0704,0.0011,0.0,0.0655,0.718,0.6041,0.2014,3,Weekend Warriors,Null
0.649,0.758,-9.968,0.0432,0.0001,0.898,0.145,0.0355,0.572,0.5169,9,Null,Dark Techno
0.701,0.969,0.341,0.237,0.404,0.0,0.47,0.673,0.5543,0.1227,1,ROOTED,Null
0.665,0.986,-6.541,0.0845,0.0011,0.765,0.309,0.0709,0.6083,0.4041,9,Null,techno. only. (08/02)
0.803,0.695,-11.702,0.0459,0.0001,0.902,0.0758,0.0531,0.572,0.5038,9,Null,Techno / Minimal / Hardcore/ Melodic / Dark
0.539,0.811,-10.005,0.0804,0.016,0.0,0.206,0.166,0.5446,0.1405,1,RestInPeace,Null
0.598,0.901,-2.682,0.125,0.0008,0.107,0.107,0.0996,0.6537,0.4435,11,Null,Psy Trance Full-on Morning
0.531,0.876,-3.45,0.0329,0.0003,0.0004,0.417,0.174,0.7257,0.2308,12,Null,I'm a fucking Headbanger
0.751,0.678,-5.956,0.357,0.189,0.0,0.51,0.782,0.7031,0.1389,4,Brother’s Keeper,Null
0.759,0.485,-8.188,0.0543,0.0806,0.0,0.102,0.228,0.4993,0.1537,1,Goth God,Null
0.535,0.915,-2.472,0.0355,0.0177,0.0116,0.0791,0.0821,0.7719,0.3309,13,Null,Drum and Bass 2020
0.794,0.933,-7.544,0.0663,0.0019,0.424,0.0671,0.339,0.5628,0.248,8,Null,Tech House
0.819,0.616,-5.534,0.167,0.0599,0.0,0.143,0.524,0.7943,0.1563,5,Real Ties,Null
0.857,0.506,-12.557,0.168,0.547,0.0,0.127,0.64,0.6718,0.128,0,El Paseo,Null
0.646,0.979,-2.525,0.0539,0.0958,0.159,0.402,0.544,0.6583,0.2193,12,Null,Lost Lands 2019
0.81,0.707,-11.63,0.0544,0.0003,0.861,0.0994,0.671,0.5765,0.416,8,Null,Dirtybird//Techhouse by Mack\
0.613,0.944,-2.47,0.0568,0.0024,0.642,0.216,0.432,0.7809,0.3727,13,Null,Drum and Bass - 2015 to 2020
0.799,0.554,-9.575,0.0956,0.235,0.0,0.141,0.703,0.5676,0.2525,1,"One More Round (feat. Meechy Darko, Erick The Architect & Nyck Caution)",Null
0.561,0.945,-6.319,0.0338,0.0001,0.809,0.325,0.14,0.6583,0.5076,11,Null,PSYTRANCE BANGERS best new 2020
0.629,0.985,-5.198,0.0501,0.0002,0.777,0.115,0.157,0.6673,0.4873,11,Null,PsyTrance 2019 By GMR
0.866,0.828,-8.704,0.203,0.203,0.527,0.123,0.543,0.6038,0.2008,9,Null,Techno Music 2020 | Best Techno
0.588,0.869,-3.867,0.0385,0.0002,0.236,0.184,0.202,0.6816,0.2407,12,Null,Headbangers:Dubstep/Riddim
0.835,0.708,-8.586,0.0634,0.0178,0.643,0.098,0.641,0.5538,0.3663,8,Null,Dirtybird//Techhouse by Mack\
0.577,0.84,-6.956,0.0386,0.0095,0.342,0.191,0.125,0.6536,0.2702,0,Limpidity,Null
0.618,0.505,-8.212,0.0549,0.0851,0.0,0.325,0.559,0.6813,0.2462,5,Obsesion (No Es Amor) (feat. Baby Bash),Null
0.598,0.925,-3.173,0.341,0.476,0.0,0.338,0.814,0.6419,0.111,1,GENOCIDE,Null
0.468,0.796,-4.958,0.11,0.236,0.0001,0.137,0.193,0.9978,0.1912,0,Into the Trees,Null
0.842,0.823,-6.35,0.0441,0.0133,0.281,0.676,0.667,0.5674,0.2446,8,Null,tech house
0.585,0.666,-12.115,0.0315,0.292,0.639,0.393,0.965,0.745,0.1174,0,StayTheNight,Null
0.597,0.45,-6.658,0.0418,0.223,0.0,0.382,0.537,0.8115,0.2502,5,Stuck with U (with Justin Bieber),Null
0.807,0.95,-7.666,0.0417,0.0001,0.941,0.0343,0.912,0.5674,0.4409,8,Null,Tech House Essentials by Distortion
0.54,0.929,-3.83,0.447,0.0018,0.0002,0.234,0.449,0.6812,0.1717,12,Null,Riddim Dubstep 2017-2018-2019
0.424,0.921,-3.174,0.0427,0.0012,0.0082,0.328,0.0973,0.7943,0.2163,13,Null,Drum and Bass 2020
0.812,0.844,-6.109,0.151,0.0029,0.473,0.133,0.862,0.6266,0.4197,11,Null,Best Psytrance 2020
0.49,0.712,-6.954,0.509,0.151,0.0,0.127,0.597,0.7944,0.2456,7,Fake Names,Null
0.597,0.568,-8.159,0.0274,0.35,0.875,0.111,0.0555,0.5992,0.2549,0,Dreamblade,Null
0.579,0.862,-2.99,0.0336,0.0011,0.0637,0.278,0.263,0.6354,0.2875,12,Null,Riddim Dubstep 2017-2018-2019
0.818,0.409,-10.599,0.0725,0.431,0.943,0.117,0.366,0.5765,0.4913,9,Null,Dark Techno Rave
0.778,0.421,-11.291,0.219,0.65,0.0,0.258,0.0392,0.5449,0.1597,1,Red Tide (feat. Chris Travis),Null
0.702,0.47,-11.574,0.0632,0.23,0.0005,0.337,0.108,0.581,0.136,1,I'm a Captain Not a Lover,Null
0.617,0.684,-3.618,0.0439,0.0545,0.0,0.104,0.295,0.5997,0.1652,4,Saint-Tropez,Null
0.463,0.746,-5.832,0.0372,0.0002,0.0,0.0804,0.185,0.6006,0.3,0,Let It Fade Away,Null
0.49,0.526,-10.325,0.0555,0.719,0.0,0.0925,0.0746,0.8722,0.1557,0,FALLING,Null
0.423,0.695,-5.806,0.0638,0.0072,0.0191,0.358,0.0527,0.6809,0.2635,14,Null,Euphoric Hardstyle
0.458,0.935,-3.621,0.0468,0.282,0.788,0.0616,0.699,0.7947,0.3879,13,Null,Drum and Bass - 2015 to 2020
0.775,0.888,-10.796,0.0482,0.0114,0.934,0.0696,0.0455,0.5629,0.4622,9,Null,Techno
0.694,0.661,-4.847,0.118,0.0019,0.0,0.676,0.702,0.7488,0.2679,5,Got Money,Null
0.814,0.802,-6.129,0.09,0.119,0.845,0.149,0.47,0.7811,0.1473,1,Little Miller,Null
0.867,0.724,-6.997,0.23,0.0064,0.414,0.236,0.295,0.6352,0.3042,12,Null,Headbangers:Dubstep/Riddim
0.808,0.97,-6.098,0.0506,0.0569,0.0001,0.154,0.868,0.519,0.2654,7,Promiscuous,Null
0.787,0.985,-7.105,0.0805,0.0119,0.885,0.182,0.585,0.6128,0.6844,11,Null,Psytrance New Releases 2020
0.497,0.489,-7.724,0.294,0.0576,0.0001,0.122,0.231,0.7801,0.2937,0,Tunnel Vision,Null
0.671,0.973,-7.161,0.0577,0.0001,0.667,0.131,0.0362,0.6627,0.4465,11,Null,Psytrance: From Full on to Forrest Trance
0.731,0.931,-8.045,0.0536,0.0007,0.852,0.0752,0.0455,0.5811,0.4293,9,Null,Techno 2020
0.595,0.877,-3.365,0.0359,0.34,0.0,0.0919,0.235,0.6813,0.1824,14,Null,Melodic Hardstyle 2020
0.554,0.809,-6.656,0.0857,0.0114,0.0,0.476,0.0961,0.6085,0.3353,4,"Bitch, Don’t Kill My Vibe - Remix",Null
0.749,0.417,-3.861,0.0414,0.252,0.0321,0.0954,0.197,0.6355,0.2281,0,FALLOUT - Eliminate Reimagination,Null
0.656,0.347,-9.849,0.0357,0.0277,0.0012,0.108,0.117,0.6809,0.1438,0,October,Null
0.676,0.916,-7.889,0.0545,0.0022,0.801,0.142,0.0992,0.6447,0.5109,11,Null,"Psy, Goa, Full on Trance"
0.531,0.615,-8.505,0.262,0.126,0.0,0.108,0.64,0.5471,0.2713,5,"Everything, Everyday, Everywhere",Null
0.531,0.737,-8.333,0.0886,0.0279,0.0001,0.116,0.291,0.8267,0.2323,1,It Was Me,Null
0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,0.4744,0.3113,4,The Real Slim Shady,Null
0.507,0.954,-7.29,0.0492,0.0019,0.889,0.425,0.168,0.6174,0.2913,10,Null,Top Trance Songs EVER
0.554,0.792,-4.679,0.105,0.001,0.0,0.182,0.0581,0.6358,0.1584,2,Archangel,Null
0.795,0.921,-8.256,0.0827,0.0004,0.761,0.0757,0.547,0.5676,0.2189,8,Null,Tech House Elrow Secrets
0.78,0.938,-6.269,0.0491,0.0446,0.0977,0.091,0.502,0.5676,0.2026,8,Null,Dirtybird Players
0.747,0.414,-13.341,0.0439,0.0958,0.0064,0.0964,0.0294,0.5356,0.1599,0,KeepTellingYourselfThat (Prod. by Vegard Veslelia),Null
0.714,0.434,-11.542,0.0396,0.697,0.0,0.0919,0.352,0.5626,0.2837,3,The One That Got Away - Acoustic,Null
0.562,0.781,-5.347,0.0294,0.0001,0.0438,0.176,0.181,0.5448,0.2299,3,Enjoy The Silence,Null
0.439,0.934,-7.962,0.0386,0.0003,0.811,0.182,0.0797,0.631,0.2685,11,Null,PSYTRANCE BANGERS best new 2020
0.531,0.974,-7.196,0.0612,0.0007,0.762,0.35,0.539,0.7036,0.5381,11,Null,Psytrance New Releases 2020
0.453,0.953,-3.887,0.042,0.0024,0.0013,0.103,0.107,0.6805,0.2103,14,Null,Euphoric Hardstyle
0.686,0.589,-6.831,0.0295,0.0031,0.828,0.276,0.259,0.5627,0.282,0,Falling Apart,Null
0.473,0.947,-4.597,0.0503,0.0089,0.681,0.109,0.0768,0.7853,0.4001,13,Null,Liquid Drum & Bass
0.795,0.981,-4.665,0.0517,0.0012,0.91,0.0519,0.666,0.5811,0.2151,8,Null,Tech house
0.729,0.955,-1.109,0.382,0.0073,0.0023,0.626,0.477,0.6583,0.2611,12,Null,Riddim Dubstep 2017-2018-2019
0.516,0.828,-3.781,0.035,0.0162,0.813,0.104,0.0458,0.7808,0.3609,13,Null,Liquid Drum and Bass Sessions 2020
0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,0.6263,0.1983,6,Sucker,Null
0.332,0.998,-5.339,0.135,0.0005,0.966,0.342,0.0816,0.6355,0.3605,10,Null,Top Trance Songs EVER
0.655,0.936,-3.668,0.125,0.0032,0.434,0.0489,0.749,0.781,0.3456,13,Null,Liqduicity Drum & Bass
0.496,0.744,-5.688,0.0505,0.037,0.891,0.117,0.12,0.7899,0.3263,13,Null,Liquid Drum & Bass
0.465,0.96,-4.772,0.467,0.0878,0.0001,0.383,0.164,0.5445,0.1214,2,FACEPLANT,Null
0.68,0.382,-10.054,0.0792,0.455,0.0005,0.16,0.0411,0.5676,0.1872,1,5 Am,Null
0.698,0.46,-15.376,0.0432,0.0,0.892,0.234,0.0344,0.5812,0.4497,9,Null,Dark Techno
0.642,0.444,-7.842,0.344,0.172,0.0,0.0741,0.456,0.6353,0.2178,5,Lie 2 Me,Null
0.687,0.817,-3.327,0.633,0.0113,0.0001,0.282,0.266,0.658,0.2674,12,Null,Heavy Dubstep
0.475,0.909,-3.935,0.0876,0.0064,0.0,0.759,0.284,0.6809,0.212,14,Null,Euphoric Hardstyle
0.808,0.61,-10.734,0.0845,0.0475,0.868,0.267,0.362,0.5583,0.4503,8,Null,Tech House Pizza
0.765,0.698,-10.267,0.064,0.0063,0.835,0.224,0.585,0.5676,0.2019,8,Null,BOILER ROOM TECHNO HOUSE
0.63,0.949,-2.902,0.0433,0.0337,0.888,0.0369,0.358,0.7809,0.3902,13,Null,Liquid Drum & Bass
0.585,0.722,-7.305,0.0362,0.0022,0.0081,0.0909,0.0542,0.5171,0.2306,0,All the Things U Said (feat. Harukasuka),Null
0.845,0.743,-4.321,0.191,0.027,0.0,0.91,0.482,0.7032,0.1902,1,Haunted,Null
0.84,0.589,-10.572,0.0565,0.0447,0.897,0.112,0.612,0.5674,0.3391,8,Null,Dirtybird Players
0.883,0.544,-7.92,0.233,0.507,0.0,0.08,0.114,0.5901,0.3032,4,How Did I Get Here (feat. J. Cole),Null
0.668,0.362,-11.11,0.08,0.143,0.0,0.247,0.291,0.5172,0.2487,5,Love Drunk,Null
0.66,0.464,-10.285,0.188,0.0591,0.16,0.176,0.118,0.7716,0.1405,0,Game V2,Null
0.699,0.949,-6.372,0.042,0.002,0.0174,0.874,0.427,0.5719,0.1862,8,Null,Tech House Elrow Secrets
0.732,0.689,-6.549,0.0438,0.0374,0.0,0.108,0.19,0.9077,0.2012,1,Yacht Club (feat. Young Thug & Ty Dolla $ign),Null
0.723,0.619,-8.002,0.0773,0.354,0.0,0.0979,0.458,0.6585,0.1804,0,Cosey's World,Null
0.462,0.991,-1.28,0.363,0.0302,0.0916,0.0841,0.357,0.6587,0.1976,12,Null,Heavy Dubstep
0.732,0.625,-11.517,0.282,0.0138,0.0001,0.703,0.196,0.6125,0.1559,1,Med Kit,Null
0.808,0.935,-6.111,0.0563,0.001,0.837,0.0604,0.862,0.572,0.451,8,Null,Dirtybird//Techhouse by Mack\
0.66,0.788,-10.2,0.0623,0.0243,0.888,0.11,0.0489,0.5811,0.3162,9,Null,Acid Techno: Hard Techno on Acid
0.784,0.448,-7.672,0.37,0.166,0.0,0.136,0.531,0.5805,0.2326,4,Heat Check,Null
0.808,0.823,-2.881,0.0883,0.0199,0.2,0.434,0.209,0.7944,0.341,13,Null,Drum & Bass 2020
0.435,0.887,-4.07,0.0636,0.0007,0.0,0.0327,0.408,0.9076,0.2322,3,"This Ain't A Scene, It's An Arms Race",Null
0.583,0.958,-5.114,0.0557,0.0,0.791,0.132,0.37,0.6718,0.4902,11,Null,Psytrance 2020
0.447,0.967,-2.64,0.0575,0.0018,0.002,0.447,0.233,0.7041,0.2284,14,Null,Ready2GetMaggot?
0.611,0.994,-9.043,0.044,0.0,0.838,0.162,0.0386,0.5811,0.3463,9,Null,Techno
0.767,0.538,-6.044,0.052,0.68,0.0,0.192,0.343,0.7357,0.1333,7,Taking A Walk,Null
0.859,0.477,-6.116,0.428,0.0041,0.0,0.0819,0.153,0.6627,0.2753,1,Sasuke,Null
0.885,0.641,-4.455,0.351,0.175,0.0,0.234,0.201,0.4138,0.1562,4,KOODA,Null
0.798,0.71,-10.136,0.0461,0.0002,0.665,0.0899,0.258,0.5629,0.4134,9,Null,Techno Music 2020 | Best Techno
0.484,0.844,-3.376,0.0662,0.0136,0.387,0.293,0.0766,0.7037,0.2387,0,Envision,Null
0.801,0.766,-4.655,0.197,0.0393,0.378,0.331,0.504,0.7945,0.2944,13,Null,Drum and Bass 2020
0.412,0.77,-6.155,0.0418,0.0012,0.871,0.0644,0.0355,0.7939,0.3725,13,Null,Liquid Drum and Bass
0.83,0.616,-7.383,0.0499,0.243,0.0,0.0477,0.386,0.5627,0.2394,5,I Like,Null
0.714,0.582,-7.272,0.0808,0.0129,0.0,0.0774,0.338,0.4213,0.2178,4,Outta Time (feat. Drake),Null
0.645,0.695,-7.886,0.0329,0.0297,0.429,0.068,0.298,0.5766,0.2878,0,Eternally Yours,Null
0.412,0.902,-6.472,0.0326,0.0007,0.874,0.201,0.27,0.6083,0.2239,10,Null,Top Trance Songs EVER
0.709,0.969,-3.665,0.0967,0.0005,0.647,0.0292,0.894,0.5676,0.3743,8,Null,Tech House Top 50
0.595,0.97,-2.858,0.303,0.0104,0.0,0.897,0.363,0.6585,0.209,12,Null,Lost Lands 2020
